Name,Address,Phone,Website,Email,All Emails,Google Maps,Rating,Reviews,City
"Wilkinson Chevrolet GMC","3335 NC-87, Sanford, NC 27332, USA","(919) 887-2841","https://www.wilkinsoncars.com/?utm_source=google&utm_medium=organic&utm_campaign=website","","","https://maps.google.com/?cid=1765471469126591260",4.7,897,"Sanford, NC"
"4042 Motorsports","3640 Sanders Rd, Willow Spring, NC 27592, USA","(919) 207-4042","http://www.4042motorsports.com/","email@address.com","email@address.com","https://maps.google.com/?cid=483098169268077863",4.7,783,"Garner, NC"
"Deacon Jones Kia","3313 McLain St, Goldsboro, NC 27534, USA","(984) 223-5661","https://www.deaconjoneskia.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website-button","","","https://maps.google.com/?cid=2196025348001848108",4.7,759,"Goldsboro, NC"
"GLORIOUS Motorsports","3374 U.S. Hwy 301 N, Wilson, NC 27893, USA","(252) 281-4237","https://www.gloriousmotorsports.com/","","","https://maps.google.com/?cid=16836524290362728388",4.7,694,"Wilson, NC"
"RDU Auto","4902 New Bern Ave, Raleigh, NC 27610, USA","(919) 296-4444","http://rduauto.com/","","","https://maps.google.com/?cid=12772527275133893362",4.7,685,"Raleigh, NC"
"Mazda of New Bern","1715 US-70, New Bern, NC 28560, USA","(252) 501-6193","https://www.mazdaofnewbern.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website","","","https://maps.google.com/?cid=15323696577810460434",4.7,669,"New Bern, NC"
"Riverside Subaru","5000 US-70 Suite A, New Bern, NC 28560, USA","(252) 633-4411","https://www.riversidesubarunewbern.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","rjakes@riversidevehicles.com","rjakes@riversidevehicles.com","https://maps.google.com/?cid=1393076189383080514",4.7,665,"New Bern, NC"
"Jason Ross Auto Sales LLC","1927 S Church St, Burlington, NC 27215, USA","(336) 395-8031","http://www.jasonrossautosales.com/","","","https://maps.google.com/?cid=12139637063092301739",4.7,660,"Burlington, NC"
"Medlin Buick GMC","1900 Tarboro St W, Wilson, NC 27893, USA","(252) 674-0187","https://www.medlinbuickgmc.com/?utm_source=gbp&utm_medium=organic&utm_content=website-button","leads@buickgmcmazda.medlincars.com","leads@buickgmcmazda.medlincars.com","https://maps.google.com/?cid=14604672118765771801",4.7,643,"Wilson, NC"
"National Auto Sales 1 - Used Cars Hickory NC","123 13th St SW, Hickory, NC 28602, USA","(828) 441-2271","https://www.nationalautosales1.com/","","","https://maps.google.com/?cid=9755289447207257049",4.7,632,"Hickory, NC"
"Enterprise Car Sales","4106 W Wendover Ave, Greensboro, NC 27407, USA","(336) 221-3550","http://www.enterprisecarsales.com/location/53R4/Enterprise_Car_Sales_Greensboro?mcid=iyp:24489698","","","https://maps.google.com/?cid=119207954876191129",4.7,593,"Greensboro, NC"
"R&L Motors","355 US-321, Hickory, NC 28601, USA","(828) 328-4055","http://www.rlmotorsnc.com/","","","https://maps.google.com/?cid=15709101427040381334",4.7,588,"Hickory, NC"
"Greensboro Auto Center","3800 Burlington Rd, Greensboro, NC 27405, USA","(336) 698-3000","https://www.gsoauto.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","sales@gsoauto.com","sales@gsoauto.com","https://maps.google.com/?cid=16443831500535829611",4.7,587,"Greensboro, NC"
"Whipple Auto Sales","3800 Opportunity Ln, Raleigh, NC 27603, USA","(919) 615-4044","http://www.whippleautosales.com/","","","https://maps.google.com/?cid=286185717869769889",4.7,532,"Raleigh, NC"
"Enterprise Car Sales","4820 Wilkinson Blvd, Gastonia, NC 28056, USA","(704) 275-8118","https://www.enterprisecarsales.com/location/53R7/Enterprise_Car_Sales_Gastonia?mcid=iyp:24489698","","","https://maps.google.com/?cid=9536662501626258074",4.7,513,"Gastonia, NC"
"Journey Auto Sales","9614 Albemarle Rd, Charlotte, NC 28227, USA","(704) 563-1700","http://charlottencusedcars.com/","","","https://maps.google.com/?cid=8690242147071839335",4.7,474,"Charlotte, NC"
"Wholesale Motors","1211 N Main St, Fuquay-Varina, NC 27526, USA","(919) 552-6445","http://wholesalemotors.biz/","","","https://maps.google.com/?cid=12185051925543752852",4.7,472,"Holly Springs, NC"
"Hendrick Chrysler Dodge Jeep Ram FIAT Wilmington Pre-Owned","6405 Market St, Wilmington, NC 28405, USA","(910) 239-4042","https://www.usedjeepwilmington.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","","","https://maps.google.com/?cid=8886930657310919528",4.7,425,"Wilmington, NC"
"AutoMax of Youngsville","512 U.S. Rte 1, Youngsville, NC 27596, USA","(919) 570-1107","https://www.automax.net/","","","https://maps.google.com/?cid=7293186130237161046",4.7,415,"Wake Forest, NC"
"Adams Auto Group","2413 N Main St, Kannapolis, NC 28081, USA","(980) 202-6860","http://adamsofcharlotte.com/","","","https://maps.google.com/?cid=3292376224863252171",4.7,403,"Kannapolis, NC"
"Power On Auto, LLC","3842 W Hwy 74, Monroe, NC 28110, USA","(980) 309-6100","http://www.poweronauto.com/","","","https://maps.google.com/?cid=16769535091613908611",4.7,403,"Indian Trail, NC"
"Sage Auto Sales","1200 S Main St, High Point, NC 27260, USA","(336) 884-5080","http://www.sageautonc.com/","","","https://maps.google.com/?cid=519241581350360515",4.7,380,"High Point, NC"
"Team E-Z Auto","3900 Bragg Blvd, Fayetteville, NC 28303, USA","(910) 868-3000","https://teamezauto.com/","cmartin@teamezauto.com","cmartin@teamezauto.com","https://maps.google.com/?cid=11476104435107921491",4.7,369,"Fayetteville, NC"
"All City Auto Sales","13607 E Independence Fwy, Indian Trail, NC 28079, USA","(704) 882-0440","http://www.allcityauto.net/","","","https://maps.google.com/?cid=12215401059584379706",4.7,357,"Indian Trail, NC"
"Triad Auto Mall Inc","1796 Silas Creek Pkwy, Winston-Salem, NC 27103, USA","(336) 293-4310","http://www.triadautomall.com/","","","https://maps.google.com/?cid=13686298887553648218",4.7,352,"Winston-Salem, NC"
"Foreign Cars Charlotte","400 Tyvola Rd suite a, Charlotte, NC 28217, USA","(704) 994-8236","https://www.foreigncarscharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing","","","https://maps.google.com/?cid=10047356969967882593",4.7,345,"Charlotte, NC"
"Premier Auto Group","1015 S Miami Blvd, Durham, NC 27703, USA","(919) 598-4000","http://premierautogroupofdurham.com/","","","https://maps.google.com/?cid=12497056634890904556",4.7,343,"Durham, NC"
"U-Save Auto Sales & Service","3102 Randleman Rd, Greensboro, NC 27406, USA","(336) 370-6688","http://www.usaveautosale.com/","","","https://maps.google.com/?cid=1183836771745640932",4.7,335,"Greensboro, NC"
"Flow Pre-Owned Center","1410 S Stratford Rd, Winston-Salem, NC 27103, USA","(336) 760-7077","https://www.flowauto.com/","","","https://maps.google.com/?cid=15833262828613351835",4.7,317,"Winston-Salem, NC"
"Durham's Auto Mart","3601 Hillsborough Rd, Durham, NC 27705, USA","(919) 383-5651","http://www.durhamautomart.com/","","","https://maps.google.com/?cid=15765034569439993388",4.7,309,"Durham, NC"
"Drive And Go","1435 U.S. Hwy 70 SW, Hickory, NC 28602, USA","(828) 855-2277","http://www.driveandgoinc.com/","","","https://maps.google.com/?cid=14453765283027974849",4.7,307,"Hickory, NC"
"M&M Auto Sales","2595 E 5th St, Lumberton, NC 28358, USA","(910) 738-2334","http://www.mmautonc.com/","","","https://maps.google.com/?cid=1710555199253709478",4.7,297,"Lumberton, NC"
"Autohaus of Greensboro","3310 E Wendover Ave, Greensboro, NC 27405, USA","(336) 763-8014","http://www.autohausofgreensboro.com/","","","https://maps.google.com/?cid=14421723573531127913",4.7,291,"Greensboro, NC"
"Murphy Motor Co of Youngsville","14114-A Capital Blvd, Youngsville, NC 27596, USA","(919) 808-4599","https://www.youngsvillemurphymotorco.com/","","","https://maps.google.com/?cid=17183046137226989905",4.7,282,"Wake Forest, NC"
"Lamborghini Charlotte","6500 E Independence Blvd, Charlotte, NC 28212, USA","(980) 960-9562","https://www.lambocharlotte.com/","sales@lamborghinicarolinas.com","sales@lamborghinicarolinas.com","https://maps.google.com/?cid=881810405686739878",4.7,273,"Charlotte, NC"
"NC Eagle Auto Sales INC","2903 S Elm-Eugene St, Greensboro, NC 27406, USA","(336) 944-4419","https://www.nceagleautosales.com/","","","https://maps.google.com/?cid=8222307655105985564",4.7,234,"Greensboro, NC"
"Webber Automotive","10624 Old U.S. Hwy 52, Winston-Salem, NC 27107, USA","(336) 448-2256","http://www.webberauto.com/","","","https://maps.google.com/?cid=11230142909588395753",4.7,228,"Winston-Salem, NC"
"K-Town Cars Inc","280 S Cannon Blvd, Kannapolis, NC 28083, USA","(704) 933-0033","http://ktowncarsinc.com/","","","https://maps.google.com/?cid=17423019001493955395",4.7,215,"Kannapolis, NC"
"Carrera Autohaus Inc","2917 S Miami Blvd, Durham, NC 27703, USA","(919) 276-8973","http://autohauscarrera.com/","","","https://maps.google.com/?cid=6007089371773459909",4.7,211,"Durham, NC"
"OMG Auto Sales","2303 S Cannon Blvd, Kannapolis, NC 28083, USA","(704) 712-7593","https://www.omgautosalesllc.com/","","","https://maps.google.com/?cid=11596895641299277589",4.7,204,"Kannapolis, NC"
"Carolina Auto Warehouse","288 Concord Pkwy N, Concord, NC 28027, USA","(704) 260-5499","http://www.carolinaautowarehouse.com/","","","https://maps.google.com/?cid=18220239672643123504",4.7,180,"Charlotte, NC"
"Carolina Auto Credit","1902 N Garnett St, Henderson, NC 27536, USA","(919) 556-7726","http://www.carolinaautocredit.com/","","","https://maps.google.com/?cid=13099984347400461385",4.7,162,"Wake Forest, NC"
"Hanna INFINITI of Apex","1900 Laura Duncan Rd, Apex, NC 27523, USA","(919) 629-8700","https://www.infinitiofapex.com/?utm_source=GoogleBusinessProfile&utm_medium=organic","","","https://maps.google.com/?cid=15603749399031364413",4.7,148,"Apex, NC"
"Charlotte Auto Import","3824 N Tryon St, Charlotte, NC 28206, USA","(980) 859-0008","http://www.charlotteautoimport.com/","","","https://maps.google.com/?cid=2170633178765858079",4.7,138,"Charlotte, NC"
"Primetime Motors of Garner","16272 NC-50, Garner, NC 27529, USA","(919) 803-3753","http://www.primetimemotorsnc.com/","","","https://maps.google.com/?cid=6663573379408095452",4.7,127,"Garner, NC"
"Leith VinFast","2000 Autopark Blvd, Apex, NC 27511, USA","(888) 769-5401","https://www.leithvinfast.com/","","","https://maps.google.com/?cid=17392032699771264545",4.7,118,"Holly Springs, NC"
"AutoBurn","2017 Union Beltway Rd, Indian Trail, NC 28079, USA","(704) 931-3541","http://www.autoburn.com/","","","https://maps.google.com/?cid=14688319339863438666",4.7,117,"Indian Trail, NC"
"Auto Network of Wilmington LLC","6106 Market St, Wilmington, NC 28405, USA","(910) 399-4112","https://autowilmington.com/","blake@autowilmington.com","blake@autowilmington.com","https://maps.google.com/?cid=14310692503902530051",4.7,110,"Wilmington, NC"
"Motion Auto LLC","2104 S Cannon Blvd, Kannapolis, NC 28083, USA","(704) 925-3302","http://motionautollc.com/","","","https://maps.google.com/?cid=6364082591870394474",4.7,101,"Kannapolis, NC"
"Rcr Auto Sales Llc","929 Bragg Blvd, Fayetteville, NC 28301, USA","(910) 829-0008","http://www.rcrautosales.com/","","","https://maps.google.com/?cid=7010360518780981785",4.7,99,"Fayetteville, NC"
"Tactical Fleet","2205 Sardis Rd N, Charlotte, NC 28227, USA","(704) 594-4004","https://tacticalfleet.com/","","","https://maps.google.com/?cid=13072152958364918490",4.7,98,"Matthews, NC"
"World Wide Auto","361 N Reilly Rd, Fayetteville, NC 28303, USA","(910) 339-7022","http://www.worldwideautonc.com/","","","https://maps.google.com/?cid=11709192323793340501",4.7,92,"Fayetteville, NC"
"Carvita","4923 W Hwy 74, Monroe, NC 28110, USA","(704) 774-1034","http://carvitanc.com/","","","https://maps.google.com/?cid=8774392537757358235",4.7,91,"Monroe, NC"
"Affordable Auto Sales of Goldsboro","4126 US-70, Goldsboro, NC 27534, USA","(919) 288-2525","https://www.affordablenc.com/","","","https://maps.google.com/?cid=8403671230156713143",4.7,90,"Goldsboro, NC"
"Colfax Automotive","9013 W Market St, Colfax, NC 27235, USA","(336) 993-8355","http://www.colfaxautomotive.com/","","","https://maps.google.com/?cid=2250003094592039987",4.7,85,"Kernersville, NC"
"Hamilton's Auto Sales","908 W Academy St, Fuquay-Varina, NC 27526, USA","(919) 552-4452","http://www.hamiltonautosales.com/","motorsonmain@gmail.com","motorsonmain@gmail.com; hamautos@gmail.com","https://maps.google.com/?cid=13070983500296134350",4.7,81,"Holly Springs, NC"
"Pristine AutoPlex, LLC","1246 S Church St, Burlington, NC 27215, USA","(336) 395-4228","https://www.pristineautoplex.com/","","","https://maps.google.com/?cid=8499270512486859008",4.7,71,"Burlington, NC"
"Auto Track","4524 W Hwy 74, Monroe, NC 28110, USA","(704) 291-9818","http://www.autotrack74.com/","","","https://maps.google.com/?cid=767611264842485168",4.7,71,"Indian Trail, NC"
"Bliss Auto Sales LLC","1604 S Ridge Ave, Kannapolis, NC 28083, USA","(704) 798-5799","http://blissautosales.com/","","","https://maps.google.com/?cid=5449954307692526950",4.7,70,"Kannapolis, NC"
"Green valley auto sales","76 McKinnish Cove Rd, Asheville, NC 28806, USA","(828) 250-0373","http://www.greenvalleycars.com/","","","https://maps.google.com/?cid=15821009939955801675",4.7,69,"Asheville, NC"
"Allstates Auto Sales","5905 NC-55, Fuquay-Varina, NC 27526, USA","(919) 586-7026","https://allstatesautosale.com/","","","https://maps.google.com/?cid=5137846922387049394",4.7,60,"Holly Springs, NC"
"Hickory Auto Direct","442 Highland Ave SE, Hickory, NC 28602, USA","(828) 291-4360","http://www.hickoryautodirect.com/","","","https://maps.google.com/?cid=8358399671310544134",4.7,59,"Hickory, NC"
"State Auto Sales L.L.C","1303 Avondale Dr, Durham, NC 27701, USA","(984) 255-4191","https://www.stateautosaledurham.com/","","","https://maps.google.com/?cid=15488666195971791200",4.7,46,"Durham, NC"
"Auto First Inc.","4914 Hillsborough Rd, Durham, NC 27705, USA","(919) 276-8839","http://autofirstinc.com/","","","https://maps.google.com/?cid=5355386814999611202",4.7,43,"Durham, NC"
"North Carolina Auto Exchange","306 N Main St, Rolesville, NC 27571, USA","(919) 435-0858","http://www.northcarolinaautoexchange.com/","","","https://maps.google.com/?cid=11370685297952439148",4.7,38,"Wake Forest, NC"
"Elite AutoPlex","2229 S Church St, Burlington, NC 27215, USA","(336) 212-8776","http://www.eliteautoplexnc.com/","","","https://maps.google.com/?cid=6324842153874818779",4.7,37,"Burlington, NC"
"The Local Lot","4242 Old Raleigh Rd Building D, Wilson, NC 27893, USA","(252) 640-2626","http://thelocallot.com/","","","https://maps.google.com/?cid=4943950915282460991",4.7,36,"Wilson, NC"
"Edwards Auto Outlet Inc.","3220 US-301 South, Wilson, NC 27893, USA","(252) 399-0143","http://www.eaocars.net/","","","https://maps.google.com/?cid=13909191818567834213",4.7,35,"Wilson, NC"
"ValEuroSport LLC","1930 N Salem St, Apex, NC 27523, USA","(919) 624-3033","http://www.valeurosport.com/","","","https://maps.google.com/?cid=2182697191623361895",4.7,23,"Cary, NC"
"Hubert Vester Auto Group","3717 Raleigh Rd Pkwy W #100, Wilson, NC 27896, USA","(252) 294-3150","https://www.hv.auto/","","","https://maps.google.com/?cid=15701096100437389730",4.7,18,"Wilson, NC"
"Brawley Motorsports","128b Promenade Dr, Mooresville, NC 28117, USA","(704) 778-5336","http://brawleymotorsports.com/","","","https://maps.google.com/?cid=3209590856772251318",4.7,15,"Mooresville, NC"
"Argento Auto Sales","2912 Forest Hills Rd SW, Wilson, NC 27893, USA","(252) 674-7532","http://www.argentoautosales.com/","","","https://maps.google.com/?cid=1739209612593637604",4.7,10,"Wilson, NC"
"Greensboro Honda","3633 W Wendover Ave, Greensboro, NC 27407, USA","(336) 854-9900","https://www.greensborohonda.com/","","","https://maps.google.com/?cid=8840844459934921835",4.6,11578,"Greensboro, NC"
"Scott Clark Honda","7025 E Independence Blvd, Charlotte, NC 28227, USA","(855) 819-8285","https://www.scottclarkhonda.com/","","","https://maps.google.com/?cid=15625339262945089463",4.6,11158,"Matthews, NC"
"Hendrick Chrysler Dodge Jeep RAM FIAT of Concord","7630 Hendrick Auto Plaza NW, Concord, NC 28027, USA","(704) 467-8270","https://www.hendrickchryslerdodgejeepramofconcord.com/","","","https://maps.google.com/?cid=17326709849214246835",4.6,8374,"Concord, NC"
"Terry Labonte Chevrolet","1401 Bridford Pkwy, Greensboro, NC 27407, USA","(336) 447-1535","https://www.terrylabontechevy.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","tlcesales@hendrickauto.com","tlcesales@hendrickauto.com","https://maps.google.com/?cid=17676237844532920888",4.6,8130,"Greensboro, NC"
"Toyota of Greensboro","2630 Battleground Ave, Greensboro, NC 27408, USA","(336) 203-0295","https://www.toyotaofgreensboro.com/?utm_source=gbp&utm_medium=organic&utm_campaign=website-button","","","https://maps.google.com/?cid=1168855047485559620",4.6,6889,"Greensboro, NC"
"Hendrick Chevrolet Buick GMC Southpoint","127 Kentington Dr, Durham, NC 27713, USA","(919) 888-4896","https://www.hendrickgmsouthpoint.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","elizabeth.vandyke@hendrickauto.com","elizabeth.vandyke@hendrickauto.com","https://maps.google.com/?cid=2513929553898895851",4.6,6661,"Durham, NC"
"North Point Chrysler Dodge Jeep Ram","7726 North Point Blvd, Winston-Salem, NC 27106, USA","(336) 770-2081","https://www.northpointchryslerjeep.net/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","sales@northpointcdjr.edealerhub.com","sales@northpointcdjr.edealerhub.com","https://maps.google.com/?cid=14686732216183059620",4.6,5685,"Winston-Salem, NC"
"Leith Toyota","8005 Capital Blvd, Raleigh, NC 27616, USA","(919) 899-9678","https://www.leithtoyota.com/?utm_source=gmb&utm_medium=organic&utm_campaign=google_my_business","","","https://maps.google.com/?cid=15990203668317312034",4.6,5611,"Raleigh, NC"
"John Hiester Chevrolet","3100 N Main St, Fuquay-Varina, NC 27526, USA","(919) 346-6728","https://www.johnhiesterchevy.com/","","","https://maps.google.com/?cid=4945464410583460027",4.6,5409,"Holly Springs, NC"
"Lumberton Honda","301 Wintergreen Dr, Lumberton, NC 28358, USA","(910) 739-9871","https://www.lumbertonhonda.com/?utm_source=google_my_business&utm_medium=organic","","","https://maps.google.com/?cid=8458642758290289935",4.6,5138,"Lumberton, NC"
"Parks Chevrolet Charlotte","8530 Ikea Blvd, Charlotte, NC 28262, USA","(704) 317-6416","https://www.parkscharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button","parkscharlotte@parksautogroup.com","parkscharlotte@parksautogroup.com","https://maps.google.com/?cid=14574327880570324398",4.6,4997,"Charlotte, NC"
"Mark Jacobson Toyota","4516 Durham-Chapel Hill Blvd, Durham, NC 27707, USA","(919) 493-5599","https://www.markjacobsontoyota.com/","","","https://maps.google.com/?cid=11011463255875487862",4.6,4967,"Durham, NC"
"Hendrick Chrysler Dodge Jeep Ram FIAT Wilmington","219 College Rd, Wilmington, NC 28403, USA","(910) 239-4138","https://www.hendrickjeepwilmington.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","","","https://maps.google.com/?cid=14877113008501072645",4.6,4911,"Wilmington, NC"
"Everett Chevrolet Buick GMC Cadillac","161 US Hwy 70 SE, Hickory, NC 28602, USA","(828) 327-9171","https://www.everettchevy.com/?utm_source=google-my-business-ech&utm_medium=google&utm_campaign=gmb&utm_id=Google+My+Business&utm_term=organic","customerservice@everettchevy.com","customerservice@everettchevy.com","https://maps.google.com/?cid=17916343937245007902",4.6,4790,"Hickory, NC"
"Fred Anderson Kia of Raleigh","9209 Glenwood Ave, Raleigh, NC 27617, USA","(919) 899-9055","https://www.kiaofraleigh.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","","","https://maps.google.com/?cid=12896300200264473055",4.6,4347,"Morrisville, NC"
"Marine Chevrolet","1408 Western Blvd, Jacksonville, NC 28546, USA","(910) 455-2121","https://www.marinechevy.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","","","https://maps.google.com/?cid=10571844753839500348",4.6,4254,"Jacksonville, NC"
"John Hiester Chrysler Dodge Jeep Ram of Lillington","940 N Main St, Lillington, NC 27546, USA","(910) 705-3650","https://www.johnhiesterchryslerdodgejeep.com/","","","https://maps.google.com/?cid=17086665947486057475",4.6,4245,"Sanford, NC"
"Flow Nissan of Fayetteville","4559 Raeford Rd, Fayetteville, NC 28304, USA","(910) 323-4400","https://www.flownissanfayetteville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","flownissanfayetteville@eleadtrack.net","flownissanfayetteville@eleadtrack.net","https://maps.google.com/?cid=15228474574967281920",4.6,4176,"Fayetteville, NC"
"Fred Anderson Nissan of Asheville","629 Brevard Rd, Asheville, NC 28806, USA","(828) 348-6850","https://www.andersonnissan.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","","","https://maps.google.com/?cid=13248597462279255185",4.6,3960,"Asheville, NC"
"Toyota of Gastonia","4821 Wilkinson Blvd, Gastonia, NC 28056, USA","(704) 824-7777","https://www.toyotaofgastonia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales","sales@toyotaofgastonia.com","sales@toyotaofgastonia.com","https://maps.google.com/?cid=13878774444506831274",4.6,3955,"Gastonia, NC"
"Capital Chrysler Jeep Dodge","200 Waterfield Ridge Pl, Garner, NC 27529, USA","(919) 371-5531","https://www.capitalcjd.com/?utm_source=gbp&utm_medium=organic&utm_campaign=website-button","","","https://maps.google.com/?cid=8563680974434805441",4.6,3629,"Garner, NC"
"Mike Johnson's Hickory Toyota","435 US-70, Hickory, NC 28602, USA","(828) 358-3913","https://www.hickorytoyota.com/?utm_source=googlemybusiness&utm_medium=organic","","","https://maps.google.com/?cid=14472785326932006277",4.6,3272,"Hickory, NC"
"Matthews Motors Clayton","11315 Clayton Blvd, Clayton, NC 27520, USA","(919) 737-2931","https://www.matthewsmotorsclayton.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","","","https://maps.google.com/?cid=1011187326608931486",4.6,2995,"Garner, NC"
"Ilderton Dodge Chrysler Jeep Ram Fiat","701 S Main St, High Point, NC 27260, USA","(336) 804-8536","https://www.ilderton.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","","","https://maps.google.com/?cid=12522005974641091101",4.6,2845,"High Point, NC"
"Jacksonville Mitsubishi","2150 N Marine Blvd, Jacksonville, NC 28546, USA","(910) 346-3776","http://www.jacksonvillencmitsubishi.com/","","","https://maps.google.com/?cid=10999449925522096937",4.6,2839,"Jacksonville, NC"
"Hendrick Chevrolet Monroe","3112 W Hwy 74, Monroe, NC 28110, USA","(704) 288-5675","https://www.hendrickchevroletmonroe.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","heather.drayton@hendrickauto.com","heather.drayton@hendrickauto.com","https://maps.google.com/?cid=14946872842199591555",4.6,2751,"Indian Trail, NC"
"Sanders Ford Inc","1135 Lejeune Blvd, Jacksonville, NC 28540, USA","(910) 478-4291","https://www.sandersfordsales.com/?utm_source=rsdvm&utm_medium=gmb&utm_campaign=brandawareness&utm_content=jacksonville","leads@gosanders.com","leads@gosanders.com","https://maps.google.com/?cid=9633429144348650429",4.6,2617,"Jacksonville, NC"
"Mooresville Ford","151 E Plaza Dr, Mooresville, NC 28115, USA","(704) 664-1300","https://mooresvilleford.com//?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button","","","https://maps.google.com/?cid=6224325795823588960",4.6,2612,"Mooresville, NC"
"Modern Nissan of Concord","967 Concord Pkwy S, Concord, NC 28027, USA","(704) 788-2110","https://www.modernnissanofconcord.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","nissancncontactus@modernauto.com","nissancncontactus@modernauto.com","https://maps.google.com/?cid=4336439280492126679",4.6,2510,"Concord, NC"
"CARmazone","428 Jake Alexander Blvd S, Salisbury, NC 28147, USA","(704) 216-1500","https://www.carmazone.com/","sales@carmazone.com","sales@carmazone.com","https://maps.google.com/?cid=8119886784069246377",4.6,2328,"Salisbury, NC"
"Classic Nissan of Sanford","3305 NC-87, Sanford, NC 27332, USA","(855) 461-9595","https://www.classicnissansanford.com/","","","https://maps.google.com/?cid=14533500948700854410",4.6,2325,"Sanford, NC"
"Lumberton Chevrolet Buick GMC","500 Linkhaw Rd, Lumberton, NC 28358, USA","(910) 739-7577","https://www.lumbertonauto.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","margaret.lewis@lcbgc.com","margaret.lewis@lcbgc.com","https://maps.google.com/?cid=127839409076501076",4.6,2304,"Lumberton, NC"
"John Hiester Chrysler Dodge Jeep Ram of Sanford","2624 Hawkins Ave, Sanford, NC 27330, USA","(919) 307-1412","https://www.hiestercdjrsanford.com/","","","https://maps.google.com/?cid=10536477730028155478",4.6,2284,"Sanford, NC"
"Vann York Toyota","500 Eastchester Dr, High Point, NC 27262, USA","(336) 885-9016","https://www.vannyorktoyota.com/","","","https://maps.google.com/?cid=6095838607029775575",4.6,2277,"High Point, NC"
"Crossroads Nissan of Wake Forest","11120 Capital Blvd, Wake Forest, NC 27587, USA","(919) 435-5700","https://www.crossroadsnissanwf.com/?utm_source=google&utm_medium=gbp","","","https://maps.google.com/?cid=18186558148568627052",4.6,2226,"Wake Forest, NC"
"Paramount Kia of Hickory","1205 S Center St Suite B, Hickory, NC 28602, USA","(828) 826-1306","https://www.paramountkia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing","","","https://maps.google.com/?cid=15486335494595572033",4.6,2183,"Hickory, NC"
"Lee Hyundai of Fayetteville","1960 Skibo Rd, Fayetteville, NC 28314, USA","(910) 864-7100","https://www.leehyundai.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button","","","https://maps.google.com/?cid=13110868951935342855",4.6,2098,"Fayetteville, NC"
"Ben Mynatt Buick GMC","289 Concord Pkwy S, Concord, NC 28027, USA","(704) 323-6265","https://www.benmynattbuick.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales","","","https://maps.google.com/?cid=9954505214867516153",4.6,2082,"Concord, NC"
"Tindol Ford","1901 E Franklin Blvd, Gastonia, NC 28054, USA","(704) 867-8341","https://www.tindolford.com/","","","https://maps.google.com/?cid=17983717850339974003",4.6,2068,"Gastonia, NC"
"Hickory Used Car Superstore","625 US Hwy 70 SE, Hickory, NC 28602, USA","(828) 547-9068","https://www.hickoryused.com/?utm_source=google-my-business-hucs&utm_medium=google&utm_campaign=gmb&utm_id=Google+My+Business&utm_term=organic","customerservice@hickoryused.com","customerservice@hickoryused.com","https://maps.google.com/?cid=14271615049044619550",4.6,2042,"Hickory, NC"
"Cox Chrysler Dodge Jeep Ram","988 Plantation Dr, Burlington, NC 27215, USA","(336) 229-6901","https://www.coxcdjr.com/","","","https://maps.google.com/?cid=421013409453394016",4.6,1904,"Burlington, NC"
"Classic Chrysler Jeep Dodge Ram Fiat of Goldsboro","306 N Oak Forest Rd, Goldsboro, NC 27534, USA","(877) 679-9938","https://www.goldsborocars.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","jengel@millsautogroup.com","jengel@millsautogroup.com","https://maps.google.com/?cid=9954879653155834005",4.6,1813,"Goldsboro, NC"
"Crenshaw Hyundai","330 Huffman Mill Rd, Burlington, NC 27215, USA","(855) 872-4441","https://www.crenshawhyundai.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","sales@crenshawhyundai.edealerhub.com","sales@crenshawhyundai.edealerhub.com; accessibility@hmausa.com","https://maps.google.com/?cid=15113526915804357263",4.6,1629,"Burlington, NC"
