Name,Address,Phone,Website,Email,All Emails,Google Maps,Rating,Reviews,City
"ALM Newnan","40 International Park, Newnan, GA 30265, USA","(770) 767-0000","https://www.almcars.com/location/alm-newnan.htm?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@almathens.com","sales@almathens.com; feedback@almcars.com","https://maps.google.com/?cid=5922705195345685269",4.6,2749,"Peachtree City, GA"
"Scott Evans Nissan","725 Bankhead Hwy, Carrollton, GA 30117, USA","(770) 832-8222","https://www.scottevansnissanusa.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","sales@scottevansnissan.edealerhub.com","sales@scottevansnissan.edealerhub.com","https://maps.google.com/?cid=3099852571684293952",4.6,2301,"Carrollton, GA"
"Five Star Chrysler Dodge Jeep Ram Albany","701 E Oglethorpe Blvd, Albany, GA 31705, USA","(229) 381-8566","https://www.albanycdjrga.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","bhardison@fivestaronline.net","bhardison@fivestaronline.net","https://maps.google.com/?cid=17769874827537797117",4.6,2213,"Albany, GA"
"Troncalli CDJR","818 Atlanta Rd, Cumming, GA 30040, USA","(678) 244-4100","https://www.troncallichryslerdodgejeepram.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@troncalli.com","sales@troncalli.com","https://maps.google.com/?cid=17118809700650381634",4.6,2209,"Johns Creek, GA"
"Franklin Toyota","500 Commerce Dr, Statesboro, GA 30461, USA","(912) 764-8090","https://www.franklintoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","yourfriends@franklintoyotacrm.com","yourfriends@franklintoyotacrm.com","https://maps.google.com/?cid=1207709805823719204",4.6,1718,"Statesboro, GA"
"Butler Nissan","4500 Riverside Dr, Macon, GA 31210, USA","(478) 268-4480","https://www.butlernissan.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","butlernissanga@eleadtrack.net","butlernissanga@eleadtrack.net","https://maps.google.com/?cid=5073933184477274166",4.6,1554,"Macon, GA"
"Automania, INC","1806 Veterans Memorial Hwy SW, Austell, GA 30168, USA","(770) 944-9558","http://www.automania.us/","sales@automania.us","sales@automania.us","https://maps.google.com/?cid=6528703725505769388",4.6,1337,"Smyrna, GA"
"John Thornton Buick GMC","1492 US-27, Carrollton, GA 30117, USA","(770) 832-9602","https://www.johnthorntonbuickgmc.com/","default@dealer.com","default@dealer.com","https://maps.google.com/?cid=2705963525210021966",4.6,1295,"Carrollton, GA"
"Langdale Honda of Valdosta","225 Norman Dr, Valdosta, GA 31601, USA","(229) 242-3835","https://www.langdalehonda.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","wkautzman@langdalehonda.com","wkautzman@langdalehonda.com","https://maps.google.com/?cid=15470374802663535294",4.6,1173,"Valdosta, GA"
"Hutchinson Kia of Albany","2875 Ledo Rd, Albany, GA 31707, USA","(229) 258-6015","https://www.hutchinsonkiaofalbany.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","david.dicecco@hutchinsonautogroup.com","david.dicecco@hutchinsonautogroup.com","https://maps.google.com/?cid=2736884831801619813",4.6,1026,"Albany, GA"
"Trinity Motorcar Company","1300 Dean Ave, Rome, GA 30161, USA","(706) 237-7668","http://www.honestcardeal.com/","powerpicker@gmail.com","powerpicker@gmail.com; trinitymotorcarcj@gmail.com; trinitymotorcarrome@gmail.com; adf_xml_2325@tecobirobot.com","https://maps.google.com/?cid=2269058604109329284",4.6,945,"Rome, GA"
"Metter Ford","125 Creek 28, Metter, GA 30439, USA","(912) 685-2141","https://www.metterford.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","daniel@metterford.com","daniel@metterford.com","https://maps.google.com/?cid=17329568503154529258",4.6,904,"Statesboro, GA"
"Atlanta Direct Auto","4321 Abbotts Bridge Rd, Duluth, GA 30097, USA","(770) 212-2223","https://www.atlantadirectauto.com/","atlantadirectauto@gmail.com","atlantadirectauto@gmail.com","https://maps.google.com/?cid=10126808216414679785",4.6,795,"Atlanta, GA"
"Cass Burch Chrysler Dodge Jeep Ram Quitman","801 E Screven St, Quitman, GA 31643, USA","(888) 603-1602","https://www.cassburchchryslerdodgejeep.com/","webleads@cassburch.com","webleads@cassburch.com","https://maps.google.com/?cid=2999729516076309952",4.6,451,"Valdosta, GA"
"O'Steen Volkswagen of Valdosta","4140 N Valdosta Rd, Valdosta, GA 31602, USA","(229) 242-9920","https://www.valdostavw.com/","info@osteenautogroup.com","info@osteenautogroup.com","https://maps.google.com/?cid=15976642003408760108",4.6,377,"Valdosta, GA"
"Stallion Motors","220 Temple Ave, Newnan, GA 30263, USA","(678) 673-6717","http://stallionmotorsusa.com/","stallionmotorsga@gmail.com","stallionmotorsga@gmail.com","https://maps.google.com/?cid=4841879533421907974",4.6,312,"Peachtree City, GA"
"Atlanta Car Cruiser","202 Buford Dr, Lawrenceville, GA 30046, USA","(770) 557-1008","https://atlantacarcruiser.com/contact","atlantacarcruiser@hotmail.com","atlantacarcruiser@hotmail.com","https://maps.google.com/?cid=13908664985018057274",4.6,261,"Lawrenceville, GA"
"Town & Country Motors","10465 Alpharetta St, Roswell, GA 30075, USA","(770) 998-0000","http://www.townandcountrymotors2.com/","tcmotors.sales@gmail.com","tcmotors.sales@gmail.com","https://maps.google.com/?cid=5095919225400318227",4.6,216,"Roswell, GA"
"Central Auto Sales","2677 E College Ave, Decatur, GA 30030, USA","(404) 377-2649","http://centralauto.com/","centralauto1975@gmail.com","centralauto1975@gmail.com","https://maps.google.com/?cid=11664932664114364346",4.6,157,"Brookhaven, GA"
"Riverside Nissan of Rome","1500 Veterans Memorial Hwy NE, Rome, GA 30161, USA","(706) 291-1981","http://www.riversidenissanofrome.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB","dennis@riversideautogroup.com","dennis@riversideautogroup.com","https://maps.google.com/?cid=4042094221176602538",4.6,145,"Rome, GA"
"South Atlanta Auto Sales","191 Greenville St S, Newnan, GA 30263, USA","(678) 416-7399","http://southatlantaautosales.com/","southatlautosales@gmail.com","southatlautosales@gmail.com","https://maps.google.com/?cid=12576003977209210584",4.6,123,"Newnan, GA"
"Greenbar Auto","3140 Broadway, Macon, GA 31206, USA","(478) 781-4010","http://greenbarnow.com/","frontdesk@greenbarnow.com","frontdesk@greenbarnow.com","https://maps.google.com/?cid=2494510205827882216",4.6,89,"Macon, GA"
"Critz Auto Group Pre-Owned Center","7000 Abercorn St, Savannah, GA 31406, USA","(912) 354-7000","https://www.critz.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales&utm_content=website","contact@critz.com","contact@critz.com","https://maps.google.com/?cid=2496496918609237181",4.6,58,"Savannah, GA"
"Tanger Outlets Savannah","200 Tanger Outlets Blvd, Pooler, GA 31322, USA","(912) 348-3125","https://www.tangeroutlet.com/savannah","tangersavannahmanagement@tangeroutlets.com","tangersavannahmanagement@tangeroutlets.com; tangerashevillemanagement@tanger.com; tangerlocustgrovemanagement@tangeroutlets.com; tangeratlanticcitymanagement@tangeroutlets.com; tangerbransonmanagement@tangeroutlets.com; tangercharlestonmanagement@tangeroutlets.com; tangercolumbusmanagement@tangeroutlets.com; tangercommercemanagement@tangeroutlets.com; tangercookstownmanagement@tanger.com; tangerdaytonabeachmanagement@tangeroutlets.com; tangerdeerparkmanagement@tangeroutlets.com; tangerfoleymanagement@tangeroutlets.com; fortworthmanagement@tangeroutlets.com; tangerfoxwoodsmanagement@tangeroutlets.com; tangergonzalesmanagement@tangeroutlets.com; tangergrandrapidsmanagement@tangeroutlets.com; tangerhersheymanagement@tangeroutlets.com; tangerhiltonheadmanagement@tangeroutlets.com; tangerhoustonmanagement@tangeroutlets.com; tangerkansascitymanagement@tanger.com; tangerlancastermanagement@tangeroutlets.com; tangermebanemanagement@tangeroutlets.com; tangermyrtlebeach17management@tangeroutlets.com; tangermyrtlebeach501management@tangeroutlets.com; tangernashvillemanagement@tanger.com; tangernationalharbormanagement@tangeroutlets.com; tangerottawamanagement@tanger.com; tangerwestpalmbeachmanagement@tanger.com; tangerwestgatemanagement@tangeroutlets.com; tangerpittsburghmanagement@tangeroutlets.com; tangerrehobothbeachmanagement@tangeroutlets.com; tangerriverheadmanagement@tangeroutlets.com; tangersanmarcosmanagement@tangeroutlets.com; tangerseviervillemanagement@tangeroutlets.com; tangermemphismanagement@tangeroutlets.com; tangertiltonmanagement@tangeroutlets.com","https://maps.google.com/?cid=16473390064820136930",4.5,11017,"Pooler, GA"
"Group 1 Ford of Rivertown","1680 Whittlesey Rd, Columbus, GA 31904, USA","(706) 653-7420","https://www.group1fordofrivertown.com/?utm_source=google&utm_medium=organic&utm_campaign=Homepage","leads@gpi.rivertownford.com","leads@gpi.rivertownford.com","https://maps.google.com/?cid=248362524553930175",4.5,6391,"Columbus, GA"
"Headquarter Nissan of Columbus","1725 Whittlesey Rd, Columbus, GA 31904, USA","(706) 225-8100","http://www.headquarternissan.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB","bchu@headquarternissan.com","bchu@headquarternissan.com","https://maps.google.com/?cid=4080691959490463851",4.5,5286,"Columbus, GA"
"Hayes Chrysler Dodge Jeep RAM of Lawrenceville","719 Duluth Hwy #120, Lawrenceville, GA 30046, USA","(770) 692-2756","http://www.hayeschryslerlawrenceville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","hayeschryslerlawrenceville@newsales.leads.cmdlr.com","hayeschryslerlawrenceville@newsales.leads.cmdlr.com","https://maps.google.com/?cid=15407335194173961064",4.5,4693,"Lawrenceville, GA"
"SONS Kia","100 Sons Dr, McDonough, GA 30253, USA","(678) 619-1393","https://www.sonskia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=gbp","rwatkins@sonsautogroup.com","rwatkins@sonsautogroup.com","https://maps.google.com/?cid=1437172377806520341",4.5,4324,"McDonough, GA"
"Toyota of Newnan","2 Herring Rd, Newnan, GA 30265, USA","(470) 414-6364","https://www.toyotaofnewnan.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","info@toyotaofnewnan.com","info@toyotaofnewnan.com","https://maps.google.com/?cid=14498707086230887277",4.5,4001,"Peachtree City, GA"
"Kia AutoSport of Columbus","7041 Whittlesey Blvd, Columbus, GA 31909, USA","(706) 341-4444","https://www.kiaautosportcolumbus.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","kiaautosportofcolumbus@newsales.leads.cmdlr.com","kiaautosportofcolumbus@newsales.leads.cmdlr.com","https://maps.google.com/?cid=2556149304174117728",4.5,3932,"Columbus, GA"
"Heritage Volkswagen","4305 Jonesboro Rd, Union City, GA 30291, USA","(770) 758-9480","https://www.atlantavolkswagen.com/?utm_source=GMB+Main+Listing&utm_medium=organic","ingy@ehautomotive.com","ingy@ehautomotive.com","https://maps.google.com/?cid=5875037674517212399",4.5,3914,"Peachtree City, GA"
"Hayes Chrysler Dodge Jeep RAM of Gainesville","3115 Frontage Rd, Gainesville, GA 30504, USA","(770) 334-4725","https://www.hayeschryslergainesville.com/","smcdonald@hayesauto.net","smcdonald@hayesauto.net","https://maps.google.com/?cid=18144982850776412453",4.5,3830,"Gainesville, GA"
"Five Star Ford Stone Mountain","3800 US-78, Snellville, GA 30039, USA","(678) 405-1978","https://www.fivestarfordsm.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","ben.gaff@fivestaronline.net","ben.gaff@fivestaronline.net","https://maps.google.com/?cid=9523819906149241996",4.5,3705,"Snellville, GA"
"Palmer Dodge Chrysler Jeep Ram","11460 Alpharetta Hwy, Roswell, GA 30076, USA","(770) 410-1111","https://www.palmerdodgegeorgia.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","palmerdcj@eleadtrack.net","palmerdcj@eleadtrack.net","https://maps.google.com/?cid=12239341858555101724",4.5,3625,"Roswell, GA"
"AutoNation Honda Columbus","3000 N Lake Pkwy, Columbus, GA 31909, USA","(706) 522-2090","https://www.autonationhondacolumbus.com/?utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB","gm2292@autonation.com","gm2292@autonation.com","https://maps.google.com/?cid=1465200127510225170",4.5,2725,"Columbus, GA"
"Scott Evans Chrysler Dodge Jeep Ram","2280 Bankhead Hwy, Carrollton, GA 30116, USA","(770) 834-5050","https://www.scottevanschryslerdodgejeep.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","skylerevans05@gmail.com","skylerevans05@gmail.com","https://maps.google.com/?cid=1858331800380292857",4.5,2113,"Carrollton, GA"
"AutoNation Hyundai Columbus","3000 N Lake Pkwy #200, Columbus, GA 31909, USA","(706) 522-2083","https://www.autonationhyundaicolumbus.com/?&utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB","accessibility@hmausa.com","accessibility@hmausa.com; gm2255@autonation.com","https://maps.google.com/?cid=11802710715213441037",4.5,1733,"Columbus, GA"
"Global Imports MINI","5925 Peachtree Blvd, Chamblee, GA 30341, USA","(888) 339-1319","https://www.atlantamini.com/?utm_source=google&utm_campaign=GoogleLocalListing&utm_medium=organic","sales@globalmini.edealerhub.com","sales@globalmini.edealerhub.com","https://maps.google.com/?cid=7523450578463434686",4.5,1641,"Chamblee, GA"
"Volkswagen of Macon","4786 Riverside Dr, Macon, GA 31210, USA","","https://www.vwofmacon.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button","sales@volkswagenofmacon.edealerhub.com","sales@volkswagenofmacon.edealerhub.com","https://maps.google.com/?cid=15022945799007938358",4.5,1613,"Macon, GA"
"Subaru of Kennesaw","905 Ernest W Barrett Pkwy NW, Kennesaw, GA 30144, USA","(770) 419-9800","https://www.subaruofkennesaw.com/?utm_source=GMB+Main+Listing&utm_medium=organic","lkaissieh@subaruofkennesaw.com","lkaissieh@subaruofkennesaw.com","https://maps.google.com/?cid=1044900025630258283",4.5,1544,"Kennesaw, GA"
"Sports & Imports Auto Sales","620 Jesse Jewell Pkwy, Gainesville, GA 30501, USA","(678) 450-1000","https://www.spoimpo.com/?utm_source=googlemybusiness&utm_medium=organic","approvals@spoimpo.com","approvals@spoimpo.com","https://maps.google.com/?cid=3794177913548198707",4.5,1484,"Gainesville, GA"
"Autonomous Kennesaw","2679 Barrett Lakes Blvd, Kennesaw, GA 30144, USA","(470) 427-5300","https://www.autonomousjoy.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_autonomous","ecars4less@gmail.com","ecars4less@gmail.com","https://maps.google.com/?cid=10882738046960691260",4.5,1417,"Kennesaw, GA"
"ALM CDJR Perry","100 Iffie Rd, Perry, GA 31069, USA","(478) 988-8444","https://www.almcdjrperry.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","sales@almcdjrperry.com","sales@almcdjrperry.com","https://maps.google.com/?cid=5710987337914797729",4.5,1393,"Warner Robins, GA"
"Kyle Durrence Chevrolet GMC","7334 US-280, Claxton, GA 30417, USA","(912) 739-1744","https://www.kyledurrence.com/","larry@kyledurrence.com","larry@kyledurrence.com","https://maps.google.com/?cid=3927758747239380168",4.5,1242,"Statesboro, GA"
"Liberty Chevrolet","105 Cooley Way, Villa Rica, GA 30180, USA","(770) 609-5900","https://www.libertychevroletusa.com/?utm_source=GMB&utm_medium=organic","leads@libertychevroletusa.motorsnap.com","leads@libertychevroletusa.motorsnap.com","https://maps.google.com/?cid=13634320567977230782",4.5,982,"Carrollton, GA"
"Valdosta Nissan","3715 Inner Perimeter Rd, Valdosta, GA 31602, USA","(229) 234-6780","https://www.valdostanissan.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_link","info@tkovaldosta.com","info@tkovaldosta.com","https://maps.google.com/?cid=18006027813299002573",4.5,858,"Valdosta, GA"
"AutoNation USA Kennesaw","2275 Barrett Lakes Blvd NW, Kennesaw, GA 30144, USA","(770) 927-7754","https://www.autonationusa.com/dealership/kennesaw.htm?&utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB","marketingsupport@autonation.com","marketingsupport@autonation.com","https://maps.google.com/?cid=5222703229447046765",4.5,757,"Kennesaw, GA"
"Hennessy Lincoln Atlanta","5675 Peachtree Industrial Blvd Building 2, Chamblee, GA 30341, USA","(833) 734-8721","https://www.hennessylincolnatlanta.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBSales","aregan@hennessycars.com","aregan@hennessycars.com","https://maps.google.com/?cid=9192704611944447928",4.5,745,"Dunwoody, GA"
"Motorvation Atlanta","1244 Techwood Dr NW, Atlanta, GA 30318, USA","(404) 872-6920","https://www.motorvationatlanta.com/","info@motorvationatlanta.com","info@motorvationatlanta.com","https://maps.google.com/?cid=10807050215593612186",4.5,649,"Atlanta, GA"
"Five Star Hyundai of Albany","711 E Oglethorpe Blvd, Albany, GA 31705, USA","(229) 518-2472","https://www.fivestarhyundaialbany.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","bhardison@fivestaronline.net","bhardison@fivestaronline.net","https://maps.google.com/?cid=14921034278386217869",4.5,502,"Albany, GA"
"World Auto","2960 Satellite Blvd, Duluth, GA 30096, USA","(770) 921-2775","http://www.worldautobrokers.com/","sales@worldautobrokers.com","sales@worldautobrokers.com","https://maps.google.com/?cid=5250253564251051735",4.5,408,"Johns Creek, GA"
"Don Rich Ford Co Inc","221 E Montgomery St, Villa Rica, GA 30180, USA","(770) 459-5132","https://www.donrichford.com/?utm_source=gmbsls&utm_medium=social&mcmid=gmbsls","donrichfordcoinc@gmail.com","donrichfordcoinc@gmail.com","https://maps.google.com/?cid=2868124658322378547",4.5,383,"Douglasville, GA"
"Albany Motorcars","805 E Oglethorpe Blvd, Albany, GA 31705, USA","(229) 304-1737","https://www.albanymotorcarsonline.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales","kjohnson@albanymotorcars.com","kjohnson@albanymotorcars.com","https://maps.google.com/?cid=338026596339086394",4.5,311,"Albany, GA"
"Metro Auto Mart","392 N Expy, Griffin, GA 30223, USA","(770) 228-3500","https://metro-automart.com/","bryan@metro-automart.com","bryan@metro-automart.com","https://maps.google.com/?cid=14183830993284080241",4.5,231,"Griffin, GA"
"Z & Z Fine Cars ATL LLC","9701 Tara Blvd, Jonesboro, GA 30236, USA","(678) 490-6660","http://www.zzfinecarsatl.com/","zzsalesatl@gmail.com","zzsalesatl@gmail.com","https://maps.google.com/?cid=3688075990934676189",4.5,216,"Stockbridge, GA"
"Georgia Auto Exchange of Valdosta LLC","2300 Bemiss Rd, Valdosta, GA 31602, USA","(229) 245-9902","https://georgiaautoexchange.com/","bocaldwell@georgiaautoexchange.com","bocaldwell@georgiaautoexchange.com","https://maps.google.com/?cid=1638390530013346315",4.5,155,"Valdosta, GA"
"Countryside Pre-Owned Super Center","846 E 3rd St, Jackson, GA 30233, USA","(877) 243-2891","http://www.countrysidepre-owned.com/","dealer@countrysidepreownedsupercenter.com","dealer@countrysidepreownedsupercenter.com","https://maps.google.com/?cid=13926804096992581190",4.5,149,"Griffin, GA"
"Xtreme Auto Motors","4031 Washington Rd, Martinez, GA 30907, USA","(706) 855-5050","http://www.xtremeautomotors.com/","xtremeautomotors@gmail.com","xtremeautomotors@gmail.com","https://maps.google.com/?cid=3637169520223104184",4.5,147,"Augusta, GA"
"Southtowne Cadillac","695 Bullsboro Dr Building A, Newnan, GA 30265, USA","(762) 227-4793","https://www.southtownecadillac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=gbp","leads@southtowneyourdealerforlife.com","leads@southtowneyourdealerforlife.com","https://maps.google.com/?cid=8935502715985495935",4.5,146,"Newnan, GA"
"Ez Rider Auto Sales","3370 Victory Dr, Columbus, GA 31903, USA","(706) 221-0888","http://ezriderauto.com/","ezriderauto@gmail.com","ezriderauto@gmail.com","https://maps.google.com/?cid=15418138940939685562",4.5,84,"Columbus, GA"
"World Class Auto Sales","4503 Ogeechee Rd, Savannah, GA 31405, USA","(912) 200-4711","http://www.worldclassbrokers.com/","omar.a@worldclassbrokers.com","omar.a@worldclassbrokers.com","https://maps.google.com/?cid=9611999952261477933",4.5,77,"Savannah, GA"
"Tanzo Motors LLC","5028 Augusta Rd, Savannah, GA 31408, USA","(912) 231-3739","http://www.tanzomotors.com/","rocky.pacifico@gmail.com","rocky.pacifico@gmail.com","https://maps.google.com/?cid=17427162508849862827",4.5,39,"Savannah, GA"
"Univeter Motors","3080 Univeter Rd, Canton, GA 30115, USA","(770) 345-6571","http://univetermotors.com/","jerry@jerrydennis.com","jerry@jerrydennis.com","https://maps.google.com/?cid=16716349328368950105",4.5,37,"Canton, GA"
"Dalton Auto Center","1909 Abutment Rd, Dalton, GA 30721, USA","(470) 534-7109","http://www.daltonautocenter.com/","daltonautocenter@gmail.com","daltonautocenter@gmail.com","https://maps.google.com/?cid=8060898150111352333",4.5,23,"Dalton, GA"
"Moss Motors","2704 N Slappey Blvd, Albany, GA 31701, USA","(229) 405-1780","https://mossmotorsllc.com/","mossmotorsllc@gmail.com","mossmotorsllc@gmail.com","https://maps.google.com/?cid=5003733006272946176",4.5,8,"Albany, GA"
"Ed Voyles Chrysler, Dodge, Jeep, Ram of Marietta","789 Cobb Pkwy SE, Marietta, GA 30060, USA","(470) 231-2758","https://www.edvoyleschryslerjeep.net/?utm_campaign=google_my_business&utm_medium=organic&utm_source=google","jhigham@edvoyles.com","jhigham@edvoyles.com","https://maps.google.com/?cid=3605283162702481820",4.4,5954,"Marietta, GA"
"Hennessy Ford Atlanta","5675 Peachtree Blvd, Atlanta, GA 30341, USA","(470) 602-2073","https://www.hennessyford.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBSales","google@hennessycars.com","google@hennessycars.com; amber@hennessyford.com","https://maps.google.com/?cid=6982834492382766855",4.4,5639,"Atlanta, GA"
"Curry Honda Georgia","5525 Peachtree Industrial Blvd, Chamblee, GA 30341, USA","(770) 676-3852","https://www.curryhondaga.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=sales","gachahon_leads@lithia.com","gachahon_leads@lithia.com","https://maps.google.com/?cid=11248987696336509694",4.4,5509,"Brookhaven, GA"
"Gwinnett Place Nissan","2555 Pleasant Hill Rd, Duluth, GA 30096, USA","(678) 515-9330","https://www.gwinnettplacenissan.com/?utm_source=google&utm_medium=listing&utm_campaign=google-my-business","sales@gwinnettplacenissan.com","sales@gwinnettplacenissan.com","https://maps.google.com/?cid=8918669910538371038",4.4,4634,"Duluth, GA"
"Atlanta Best Used Cars","5141 Buford Hwy NE, Peachtree Corners, GA 30071, USA","(770) 800-5000","https://www.atlantabestusedcars.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","internetleads@atlantabestusedcars.net","internetleads@atlantabestusedcars.net","https://maps.google.com/?cid=13455723736891621190",4.4,4627,"Atlanta, GA"
"Nalley Toyota Union City","4115 Jonesboro Rd, Union City, GA 30291, USA","(770) 284-8361","https://www.toyotaofunioncity.com/","toyotadigital@asburyauto.com","toyotadigital@asburyauto.com","https://maps.google.com/?cid=3132968544135117055",4.4,4413,"Peachtree City, GA"
"Carl Black Chevrolet Buick GMC","1110 Roberts Blvd, Kennesaw, GA 30144, USA","(888) 457-2417","https://www.carlblackkennesaw.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb","tim@carlblackmedia.com","tim@carlblackmedia.com","https://maps.google.com/?cid=811922930944477692",4.4,3609,"Kennesaw, GA"
"Southtowne Chevrolet Buick GMC","695 Bullsboro Dr, Newnan, GA 30265, USA","(678) 619-4902","https://www.southtownechevrolet.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=gbp","leads@southtownemotors.motosnap.com","leads@southtownemotors.motosnap.com","https://maps.google.com/?cid=6932750565898853678",4.4,3528,"Peachtree City, GA"
"Jim Ellis Ford Sandy Springs","7555 Roswell Rd, Atlanta, GA 30350, USA","(470) 888-7466","https://www.jimellisford.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=fordsales","fordquote@jimellis.com","fordquote@jimellis.com","https://maps.google.com/?cid=8949237720974070173",4.4,3480,"Sandy Springs, GA"
"ALM Marietta","1071 Cobb Pkwy SE, Marietta, GA 30060, USA","(678) 621-2977","https://www.almcars.com/location/alm-marietta.htm?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@almathens.com","sales@almathens.com; feedback@almcars.com","https://maps.google.com/?cid=4906224882514064475",4.4,3331,"Marietta, GA"
"ALM Gwinnett","2520 Pleasant Hill Rd, Duluth, GA 30096, USA","(678) 621-0418","https://www.almcars.com/location/alm-gwinnett.htm?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@almathens.com","sales@almathens.com; feedback@almcars.com","https://maps.google.com/?cid=10618901663892028043",4.4,3285,"Johns Creek, GA"
"AutoNation Hyundai Savannah","7011 Abercorn St, Savannah, GA 31406, USA","(912) 999-4977","https://www.autonationhyundaisavannah.com/?utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB","sales@autonationhyundaisavannah.edealerhub.com","sales@autonationhyundaisavannah.edealerhub.com; accessibility@hmausa.com","https://maps.google.com/?cid=10357199687079318979",4.4,3156,"Savannah, GA"
"Hutchinson Kia of Macon","3931 River Pl Dr, Macon, GA 31210, USA","(478) 310-6130","https://www.kiaofmacon.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","steven.winters@hutchinsonautogroup.com","steven.winters@hutchinsonautogroup.com","https://maps.google.com/?cid=17061622540703145238",4.4,2736,"Macon, GA"
"Hennessy Honda of Woodstock","8931 GA-92, Woodstock, GA 30189, USA","(888) 379-2097","http://www.hennessyhonda.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBSales","sales@hennessyhondaofwoodstock.edealerhub.com","sales@hennessyhondaofwoodstock.edealerhub.com; google@hennessycars.com","https://maps.google.com/?cid=18360168785957071359",4.4,2633,"Woodstock, GA"
"Ed Voyles Kia of Chamblee","5647 Peachtree Blvd, Chamblee, GA 30341, USA","(770) 234-7800","http://www.edvoyleskiachamblee.com/?utm_source=gmb_listing&utm_medium=organic&utm_campaign=mainbutton","jelliott@edvoyles.com","jelliott@edvoyles.com","https://maps.google.com/?cid=7343032995175037074",4.4,2631,"Brookhaven, GA"
"Southtowne Hyundai of Newnan","800 Bullsboro Dr, Newnan, GA 30263, USA","(770) 253-1407","https://www.southtownehyundai.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=gbp","aregan@southtowne.com","aregan@southtowne.com","https://maps.google.com/?cid=17561172712439151903",4.4,2463,"Newnan, GA"
"RideNow Powersports McDonough","755 Industrial Blvd, McDonough, GA 30253, USA","(770) 829-0554","https://www.ridenowmcdonough.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@freedompowersportsofmcdonough.edealerhub.com","sales@freedompowersportsofmcdonough.edealerhub.com; hcarnicom@fps-us.com","https://maps.google.com/?cid=2202512509238280248",4.4,1944,"McDonough, GA"
"El Compadre Trucks","5690 Buford Hwy NE, Atlanta, GA 30340, USA","(770) 455-3000","http://www.elcompadretrucks.com/","elcompadretrucks@gmail.com","elcompadretrucks@gmail.com","https://maps.google.com/?cid=5820027311468748427",4.4,1845,"Dunwoody, GA"
"ALM Roswell","891 Mansell Rd, Roswell, GA 30076, USA","(678) 292-2000","https://www.almcars.com/location/alm-roswell.htm?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@almathens.com","sales@almathens.com; feedback@almcars.com","https://maps.google.com/?cid=8703429212629340535",4.4,1465,"Sandy Springs, GA"
"RBM of Atlanta, Inc.","7640 Roswell Rd, Atlanta, GA 30350, USA","(770) 390-0700","https://www.rbmofatlanta.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button","sales@rbmofatlanta.com","sales@rbmofatlanta.com","https://maps.google.com/?cid=12921392274730515841",4.4,1170,"Sandy Springs, GA"
